timestamp,workload_type,message_rate,payload_size,batch_size,kafka_server_brokertopicmetrics_messagesin_total,kafka_server_brokertopicmetrics_bytesin_total,message_size_bytes,message_rate_variance,process_cpu_seconds_total,java_lang_memory_heapmemoryusage_used,node_disk_io_time_seconds_total,memory_usage_variance,kafka_network_requestmetrics_totaltimems,kafka_server_brokertopicmetrics_totalproducerequests_total,java_lang_threading_threadcount,request_rate_variance,node_memory_MemAvailable_bytes,node_disk_read_bytes_total,node_disk_write_bytes_total
2025-04-24T19:11:46.971529,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-24T19:12:02.060372,0,0,0,0,N/A,N/A,N/A,N/A,N/A,220589536,N/A,0.20379763747038654,N/A,N/A,65.33333333333333,N/A,7275364352,N/A,N/A
2025-04-24T19:12:17.164170,0,0,0,0,67.85395845829169,141975.70600199932,2092.037372492725,160.0101083365751,2.150926529057812,217702746.66666666,0.06987012842732078,0.21560498475360912,0.04626420822688732,17.224570476507832,65.33333333333333,N/A,6092738560,10105.942141047859,2385596.986997289
2025-04-24T19:12:32.260753,0,0,0,0,93.57671265746852,196976.21612510827,2104.183138603811,220.6835002588034,2.6578178038449654,257910245.33333334,0.08331680000000008,0.2586193371395442,0.06676664667066587,23.88361127774445,65.33333333333333,N/A,5787303936,8192,2794291.2
2025-04-24T19:12:47.337481,0,0,0,0,121.89543581311294,256904.39383462214,2107.0838429628543,287.4248358543319,3.1040327004934034,258678096,0.13137422222222234,0.09802782471451578,0.0681124640772672,31.112031967528814,65.33333333333333,N/A,5704294400,5643.377777777777,4459178.666666666
2025-04-24T19:13:02.441324,0,0,0,0,150.57268957701407,317929.78953395993,2111.170114091519,276.05193952582806,3.6987673816312383,311451717.3333333,0.13297165511149647,0.2725536679855843,0.04229911623737906,38.48006288679267,65.33333333333333,0,5603958784,273.0666666666666,3193969.7777777775
2025-04-24T19:13:17.525884,0,0,0,0,179.92683377777777,379623.64766559994,2109.779073590474,276.61515219639995,4.1312464285704475,269850888,0.15879519111111112,0.3246444732948848,0.049710331747937035,45.93739613333333,65.33333333333333,0,5546913792,273.0666666666666,3496709.6888888883
2025-04-24T19:13:32.632863,0,0,0,0,209.22012903703703,441762.5200904444,2111.388350049192,276.53999757311925,4.538786641561612,297542554.6666667,0.1978603703703704,0.371658788261734,0.042300056301301125,53.52847318518519,65.33333333333333,0,5448183808,91.02222222222221,2629723.022222222
2025-04-24T19:13:47.734132,0,0,0,0,238.56992048300623,503989.60215949744,2112.3984534767987,277.0275328371586,4.971454833828156,323412621.3333333,0.22078081216737208,0.2062756806943403,0.07191473918871906,61.024535325543525,65.33333333333333,0,5361688576,0,4340828.01528753
2025-04-24T19:14:02.849673,0,0,0,0,267.97150453318227,566161.266300179,2112.718199964717,276.5222634513031,5.381025935344134,240205533.33333334,0.23002851101536706,0.18840490643560528,0.05710603501910969,68.55015455040387,65.33333333333333,0.21052396491251812,5351829504,0,2633799.444506166
2025-04-24T19:14:17.937837,0,0,0,0,297.16790218008543,628469.4520072587,2114.8196605283683,276.00362889149204,5.834719451482122,367838570.6666667,0.2786863550305327,0.14944289812066727,0.057098422572761875,76.05786371379897,65.33333333333333,0.21052396491251812,5338632192,0,5175226.506077643
2025-04-24T19:14:33.014763,0,0,0,0,326.5637045431819,690419.1316425008,2114.1680455494584,276.04759797143953,6.260741929408716,284577925.3333333,0.28699256877519247,0.1854795957588037,0.022224197706462796,83.6017547637301,65.33333333333333,0.21052396491251812,5342187520,2912.7111111111108,2627083.3777777776
2025-04-24T19:14:48.090369,0,0,0,0,356.039062256322,753159.2518265598,2115.3116472093593,276.05269402262246,6.641682756514477,306608837.3333333,0.3247012530137885,0.348431240067445,0,91.15189926426918,65.33333333333333,0.21052396491251812,5334806528,2912.646385635875,5177957.112064177
2025-04-24T19:15:03.203362,0,0,0,0,385.49567943412114,815152.2937193196,2114.390240142599,276.52659368699557,7.068604074052807,326520386.6666667,0.3290207938375072,0.17951145406393823,0,98.65549907878048,65.33333333333333,0.23771362896983642,5257719808,2912.5816630371983,2624600.1511043953
2025-04-24T19:15:18.320420,0,0,0,0,414.86095620989437,877419.8888217626,2114.8810948913724,276.03787754415407,7.495328419903925,320396840,0.37363198285528354,0.31178450999758217,0.007407242802011808,106.22088024641977,65.33333333333333,0.23771362896983642,5228875776,0,5155657.163174151
2025-04-24T19:15:33.432336,0,0,0,0,444.35963058198337,940436.2502235175,2116.337618753758,276.03353606319297,7.9416353166872256,314343432,0.3828689569759622,0.11090586007330484,0.007407407407407407,113.81089226022112,65.33333333333333,0.23771362896983642,5222412288,0,2612155.733333333
2025-04-24T19:15:48.538900,0,0,0,0,473.85986039014904,1002803.9642122948,2116.192143303115,276.086958579434,8.37595714190667,309007570.6666667,0.4280622177177428,0.36452756450712903,0.007408559850050748,121.37200785453552,65.33333333333333,0.23771362896983642,5210812416,0,5173200.124438914
2025-04-24T19:16:03.642208,0,0,0,0,503.39350892762894,1064925.82420518,2115.4432908516333,276.5696108467762,8.82312299305722,303976749.3333333,0.4367140922972067,0.28607704140400464,0.005259493014504618,128.88750615267523,65.33333333333333,0.2063056424357008,5205504000,0,2632239.1164248097
2025-04-24T19:16:18.745043,0,0,0,0,532.8720679513423,1127511.6708765023,2115.8747022911302,276.5363675520367,9.25933745031129,296315210.6666667,0.48766590708416496,0.3758330914036763,0.007407407407407407,136.41965240033568,65.33333333333333,0.2063056424357008,5194780672,0,5175954.6676740525
2025-04-24T19:16:33.839475,0,0,0,0,562.2840500872194,1190064.2657033405,2116.452298675957,276.31023854814435,9.698328352466147,396425109.3333333,0.5045525517096192,0.06315862095460452,0.007407242802011808,143.97849993889093,65.33333333333333,0.2063056424357008,5191536640,0,2623617.396715337
2025-04-24T19:16:48.954836,0,0,0,0,591.7382650016783,1252667.0152460816,2116.913253767689,276.0256100118765,10.095685980232208,284999536,0.5048998796520788,0.17396494764583126,0.037034568065832656,151.54267113907142,65.33333333333333,0.2063056424357008,5160005632,0,5174948.561270969
2025-04-24T19:17:04.039594,0,600,3477.26,0,584.2274791054099,1766573.9082532753,3023.777503513387,270.3497227300493,10.142553263670274,275301938.6666667,0.8634875634633535,0.3569139714389327,0.0571098420035113,157.01293324257372,65.33333333333333,17.249493751242266,5120286720,0,22782225.066666663
2025-04-24T19:17:19.161853,0,600,3477.26,0,578.9593720723786,3188155.729278143,5506.700267872294,254.81070623583855,11.147956348402003,356496706.6666667,1.3371601399263882,0.3174714959971093,0.06452138613568037,174.66605380332,65.33333333333333,17.249493751242266,5143797760,19113.81716368161,50150378.38318297
2025-04-24T19:17:34.279943,0,600,3477.26,0,572.6080076350073,4544115.4794861805,7935.822445540611,236.17366491630685,12.384149208029894,352479288,1.8989073914233388,0.25840918496841775,0.037037037037037035,191.33833678943728,65.33333333333333,17.249493751242266,5174435840,19752.26116135914,74641701.3711416
2025-04-24T19:17:49.458154,0,600,3477.26,0,566.6672514517288,5918392.929948598,10444.212039404842,223.62382900724785,13.457058664892699,367738389.3333333,2.5409902212928106,0.14973488235454271,0.02007407407407434,208.21389098436867,65.33333333333333,17.249493751242266,5131952128,20479.999999999996,82221283.55555555
2025-04-24T19:18:04.558162,0,600,3477.26,0,560.4474260371637,7289640.304833548,13006.822703027572,221.3456928582587,14.616188601441806,342966901.3333333,3.0862833022810294,0.17982547031587143,0.0497025992014995,225.1515746926402,65.33333333333333,116.86988781242461,5133389824,2275.7578451417903,82841681.92728242
2025-04-24T19:18:19.641115,0,600,3477.26,0,554.5902703461343,8668803.606954265,15631.00557379746,222.74329794788468,15.906952206053417,317677130.6666667,3.7038466531696383,0.1051037950275371,0.042298176215239465,242.16417255837618,65.33333333333333,116.86988781242461,5145419776,14200.728953684771,81138231.66503689
2025-04-24T19:18:34.735439,0,600,3477.26,0,546.4886980076773,9926149.592623003,18163.50389095065,216.7815437862927,17.256022988824807,310538672,4.5325679639584004,0.23675381753949737,0.05185646131507985,257.0299725608258,65.33333333333333,116.86988781242461,5140287488,25758.71647296727,86531811.4708562
2025-04-24T19:18:49.833224,0,600,3477.26,0,539.0836619836914,11213711.972463544,20801.43169466484,212.7396224049838,18.57441245239475,222110008,5.048367911916716,0.15566197035512502,0.06451851851851878,272.5575781392542,65.33333333333333,116.86988781242461,5142032384,33401.44428396844,81885051.34985
2025-04-24T19:19:04.938686,0,600,3477.26,0,531.4107467420824,12482891.809767088,23490.100428521437,206.80708961574425,19.90270696879502,322966749.3333333,5.495731623877644,0.2668953793208124,0.06666222251849878,287.7599141046604,65.33333333333333,134.44745937189768,5145518080,33675.97715707842,77637598.91562785
2025-04-24T19:19:20.056110,0,600,3477.26,0,524.882194222517,13831149.191412019,26350.959022146755,211.54284417055158,21.096845815609296,261021682.66666666,6.150418413712041,0.3683888291834784,0.05710476613709614,304.19679792844283,65.33333333333333,134.44745937189768,5128933376,23028.110486433634,73794262.70527323
2025-04-24T19:19:35.201081,0,600,3477.26,0,517.9594600758588,15154914.334235078,29258.88124915323,212.98630512040305,22.34199234971567,379985152,6.643111276412096,0.1863447678132706,0.009555343214594962,320.2387343291123,65.33333333333333,134.44745937189768,5149700096,14654.577777777777,74339487.28888889
2025-04-24T19:19:50.322663,0,600,3477.26,0,511.430105300832,16498629.734765416,32259.79378953579,216.87750653192728,23.56134036483824,377064896,7.302028399701055,0.12741437879151804,0.059259259259259255,336.7170421729657,65.33333333333333,134.44745937189768,5140287488,2002.3998933380738,78250147.10457313
2025-04-24T19:20:05.428400,0,600,3477.26,0,502.19996912324035,17675125.468414478,35195.39337939901,208.3201125499144,24.883322234749112,237550576,7.825531661070233,0.26057218814690014,0.05925662563145342,350.27578560300907,65.33333333333333,141.87562405556903,5144817664,4824.284984110758,73032028.62285829
2025-04-24T19:20:20.532712,0,600,3477.26,0,494.6544422339414,18962129.875825867,38334.09397920243,206.45422879443672,26.117901044838153,325806837.3333333,8.344795160769673,0.32809749430624,0.1015555555555558,365.6838699943509,65.33333333333333,141.87562405556903,5142904832,4823.96337940536,75719568.73027867
2025-04-24T19:20:35.619712,0,600,3477.26,0,487.1316240995646,20246044.722650092,41561.75399220647,203.53747336658623,27.32606842769043,307868026.6666667,8.91017543859649,0.29098758536040265,0.0497025992014995,381.1249785088473,65.33333333333333,141.87562405556903,5146411008,4642.236494144315,76289877.3750528
2025-04-24T19:20:50.717461,0,600,3477.26,0,480.14245364116425,21553954.856932335,44890.750012788376,210.7120276270764,28.518593229774584,291008765.3333333,9.58474412729601,0.26278075181570665,0.08674266835559336,397.1018052314872,65.33333333333333,141.87562405556903,5155471360,4642.030177107175,78574006.44430125
2025-04-24T19:21:05.818792,0,600,3477.26,0,472.84765423521856,22868402.7711989,48363.1515697929,211.43016540278649,29.75703775594835,380572872,10.184454198727735,0.16481438068408547,0.04229629629629656,412.8237246625474,65.33333333333333,145.2751585739375,5140275200,4642.133333333333,82086297.6
2025-04-24T19:21:20.914430,0,600,3477.26,0,466.01614719845054,24196000.36841717,51920.94847759306,213.270138508664,30.96272651279564,362973504,10.594513799709482,0.15279010558702785,0.07192113118384728,428.89022220818725,65.33333333333333,145.2751585739375,5147676672,4732.8400328866965,79279985.42319402
2025-04-24T19:21:36.015034,0,600,3477.26,0,458.36900534729335,25471376.980673954,55569.58843972228,211.0227116869324,32.209567910441216,325432946.6666667,11.214658142749874,0.179490246540232,0.0571085729523135,444.1130650797883,65.33333333333333,145.2751585739375,5144981504,1820.3635393982493,80138956.31305276
2025-04-24T19:21:51.101635,0,600,3477.26,0,454.0127647779146,26306406.59221131,57941.99774334402,214.11765082928574,32.6656690153412,306424408,11.42405018876928,0.25267639357225957,0.07933157040954673,454.0232909829019,65.33333333333333,145.2751585739375,5144305664,1729.3837914713008,78220939.09024245
2025-04-24T19:22:06.214608,1,466.6666666666667,90322.5714,10000,450.40929393725673,26089844.012168292,57924.74614389879,208.21291725680595,32.58246798445519,419107968,11.291029981930143,0.13623723111957195,0.0571136494955334,450.40578520226103,65.33333333333333,145.3134701501739,5172531200,4277.949378902691,71039900.44665673
2025-04-24T19:22:21.304653,1,466.6666666666667,90322.5714,10000,455.0918583598827,25051488.544020433,55047.10331295343,226.38940219588855,31.267475829696455,273549194.6666667,10.79045059332917,0.22633913026737382,0.029629629629629627,437.3833349707372,65.33333333333333,145.3134701501739,5167390720,2821.7515944798774,48100852.01893375
2025-04-24T19:22:36.401138,1,466.6666666666667,90322.5714,10000,461.2021627842514,23677688.210299537,51339.06586074678,245.08844818726612,29.961024903299208,266293866.66666666,10.16831401774718,0.49488693668431055,0.007407407407407407,420.58855520819077,65.33333333333333,145.3134701501739,5155708928,15838.218627080601,21583942.043156516
2025-04-24T19:22:51.495516,1,466.6666666666667,90322.5714,10000,467.2565999073697,22306602.4406675,47739.512818202296,271.64263884167445,28.775480119876445,377801285.3333333,9.608853084825688,0.1132595259907885,0.027480260136586793,403.6364401903131,65.33333333333333,145.3134701501739,5164875776,13198.51552256717,6853124.380541791
2025-04-24T19:23:06.594526,1,466.6666666666667,90322.5714,10000,473.1250328941598,20927438.732653808,44232.36412717012,276.5844164964737,27.47986661137604,276888258.6666667,9.024690621633855,0.3732684905542756,0.04970480825499853,386.5476044279925,65.33333333333333,145.36599368747503,5166895104,13106.908735361436,4773281.304859892
2025-04-24T19:23:21.655713,1,466.6666666666667,90322.5714,10000,481.22366348201666,19669975.211657014,40874.91265356714,276.55187224915807,26.114109907402423,389211152,8.180558235820426,0.04498372996966387,0.04969707742671375,371.730412296983,65.33333333333333,145.36599368747503,5152047104,0,3968031.286803102
2025-04-24T19:23:36.736819,1,466.6666666666667,90322.5714,10000,488.7563376081122,18382821.052262243,37611.42237505205,276.9282885187377,24.833083326325866,288614549.3333333,7.695006719227518,0.25605908271792743,0.02222172840603542,356.20427711794525,65.33333333333333,145.36599368747503,5147639808,5825.4222222222215,4653055.999999999
2025-04-24T19:23:51.844498,1,466.6666666666667,90322.5714,10000,496.6123163615821,17114041.74692898,34461.57330997061,276.9282885187377,23.48160690177997,402043304,7.226539885265172,0.05650134591258853,0.005259142389428653,341.0595677940232,65.33333333333333,145.36599368747503,5153525760,7281.615964089687,3188346.57007622
2025-04-24T19:24:06.935678,1,466.6666666666667,90322.5714,10000,502.99470531889136,15765427.637603812,31343.128408496388,276.5461435892893,22.305548712490648,298779474.6666667,6.607322053880325,0.15256179727516878,0.005259843686335788,324.5930744588653,65.33333333333333,144.39362029340361,5150654464,7282.101426730077,4341315.791812969
2025-04-24T19:24:22.025137,1,466.6666666666667,90322.5714,10000,509.90863286129314,14441354.837125093,28321.45585786439,276.1382926233687,21.142326119376904,405545704,6.093885413340725,0.14720561590463355,0.005259259259259528,308.51847693365704,65.33333333333333,144.39362029340361,5150183424,5187.805528397477,3181125.944360502
